Plate,Well,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Cell Line],Term Source 2 REF,Term Source 2 Accession,Comment [Protein Name],Comment [Protein Name Abbreviation],Protein Sequence (aa),UniProt ID,Addgene ID,Experimental Condition [Subcellular Localization],Channels
WS_MCF10A_Landmark_20180613/Meas_01,O8,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,ER-Golgi intermediate compartment 53kDa,ERGIC53,1-517,Q9D0F3,134859,ER-Golgi intermediate compartment,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180613/Meas_01,O9,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,ER-Golgi intermediate compartment 53kDa,ERGIC53,1-517,Q9D0F3,134859,ER-Golgi intermediate compartment,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180613/Meas_01,O10,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,ER-Golgi intermediate compartment 53kDa,ERGIC53,1-517,Q9D0F3,134859,ER-Golgi intermediate compartment,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180613/Meas_01,O11,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,ER-Golgi intermediate compartment 53kDa,ERGIC53,1-517,Q9D0F3,134859,ER-Golgi intermediate compartment,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180613/Meas_01,O12,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,ER-Golgi intermediate compartment 53kDa,ERGIC53,1-517,Q9D0F3,134859,ER-Golgi intermediate compartment,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180613/Meas_01,O13,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,ER-Golgi intermediate compartment 53kDa,ERGIC53,1-517,Q9D0F3,134859,ER-Golgi intermediate compartment,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180613/Meas_01,O15,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,ER-Golgi intermediate compartment 53kDa,ERGIC53,1-517,Q9D0F3,134859,ER-Golgi intermediate compartment,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180613/Meas_01,O16,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,ER-Golgi intermediate compartment 53kDa,ERGIC53,1-517,Q9D0F3,134859,ER-Golgi intermediate compartment,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180613/Meas_01,O17,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,ER-Golgi intermediate compartment 53kDa,ERGIC53,1-517,Q9D0F3,134859,ER-Golgi intermediate compartment,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180613/Meas_01,O18,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,ER-Golgi intermediate compartment 53kDa,ERGIC53,1-517,Q9D0F3,134859,ER-Golgi intermediate compartment,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180613/Meas_01,O19,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,ER-Golgi intermediate compartment 53kDa,ERGIC53,1-517,Q9D0F3,134859,ER-Golgi intermediate compartment,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180613/Meas_01,O20,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,ER-Golgi intermediate compartment 53kDa,ERGIC53,1-517,Q9D0F3,134859,ER-Golgi intermediate compartment,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180613/Meas_01,O21,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,ER-Golgi intermediate compartment 53kDa,ERGIC53,1-517,Q9D0F3,134859,ER-Golgi intermediate compartment,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180613/Meas_01,O22,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,ER-Golgi intermediate compartment 53kDa,ERGIC53,1-517,Q9D0F3,134859,ER-Golgi intermediate compartment,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180613/Meas_01,O23,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,ER-Golgi intermediate compartment 53kDa,ERGIC53,1-517,Q9D0F3,134859,ER-Golgi intermediate compartment,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180613/Meas_01,O24,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,ER-Golgi intermediate compartment 53kDa,ERGIC53,1-517,Q9D0F3,134859,ER-Golgi intermediate compartment,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180615/Meas_01,M1,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Cytochrome c oxidase subunit VIII,CCO,1-29',Q53XN1,134861,inner mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180615/Meas_01,M2,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Cytochrome c oxidase subunit VIII,CCO,1-29',Q53XN1,134861,inner mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180615/Meas_01,M3,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Cytochrome c oxidase subunit VIII,CCO,1-29',Q53XN1,134861,inner mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180615/Meas_01,M4,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Cytochrome c oxidase subunit VIII,CCO,1-29',Q53XN1,134861,inner mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180615/Meas_01,M5,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Cytochrome c oxidase subunit VIII,CCO,1-29',Q53XN1,134861,inner mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180615/Meas_01,M7,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Cytochrome c oxidase subunit VIII,CCO,1-29',Q53XN1,134861,inner mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180615/Meas_01,M8,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Cytochrome c oxidase subunit VIII,CCO,1-29',Q53XN1,134861,inner mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180615/Meas_01,M9,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Cytochrome c oxidase subunit VIII,CCO,1-29',Q53XN1,134861,inner mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180615/Meas_01,M10,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Cytochrome c oxidase subunit VIII,CCO,1-29',Q53XN1,134861,inner mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180615/Meas_01,M11,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Cytochrome c oxidase subunit VIII,CCO,1-29',Q53XN1,134861,inner mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180615/Meas_01,M12,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Cytochrome c oxidase subunit VIII,CCO,1-29',Q53XN1,134861,inner mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180615/Meas_01,M13,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Cytochrome c oxidase subunit VIII,CCO,1-29',Q53XN1,134861,inner mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180615/Meas_01,M14,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Cytochrome c oxidase subunit VIII,CCO,1-29',Q53XN1,134861,inner mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180615/Meas_01,M15,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Cytochrome c oxidase subunit VIII,CCO,1-29',Q53XN1,134861,inner mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180615/Meas_01,M16,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Cytochrome c oxidase subunit VIII,CCO,1-29',Q53XN1,134861,inner mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180615/Meas_01,M17,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Cytochrome c oxidase subunit VIII,CCO,1-29',Q53XN1,134861,inner mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180615/Meas_01,M18,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Cytochrome c oxidase subunit VIII,CCO,1-29',Q53XN1,134861,inner mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180615/Meas_01,M19,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Cytochrome c oxidase subunit VIII,CCO,1-29',Q53XN1,134861,inner mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180615/Meas_01,M20,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Cytochrome c oxidase subunit VIII,CCO,1-29',Q53XN1,134861,inner mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180615/Meas_01,M21,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Cytochrome c oxidase subunit VIII,CCO,1-29',Q53XN1,134861,inner mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180615/Meas_01,M22,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Cytochrome c oxidase subunit VIII,CCO,1-29',Q53XN1,134861,inner mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180615/Meas_01,P1,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Vesicle-associated membrane protein 5,VAMP5,1-116,O95183,134662,plasma membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180615/Meas_01,P2,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Vesicle-associated membrane protein 5,VAMP5,1-116,O95183,134662,plasma membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180615/Meas_01,P3,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Vesicle-associated membrane protein 5,VAMP5,1-116,O95183,134662,plasma membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180615/Meas_01,P4,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Vesicle-associated membrane protein 5,VAMP5,1-116,O95183,134662,plasma membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180615/Meas_01,P5,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Vesicle-associated membrane protein 5,VAMP5,1-116,O95183,134662,plasma membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180615/Meas_01,P6,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Vesicle-associated membrane protein 5,VAMP5,1-116,O95183,134662,plasma membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180615/Meas_01,P7,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Vesicle-associated membrane protein 5,VAMP5,1-116,O95183,134662,plasma membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180615/Meas_01,P8,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Vesicle-associated membrane protein 5,VAMP5,1-116,O95183,134662,plasma membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180615/Meas_01,P9,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Vesicle-associated membrane protein 5,VAMP5,1-116,O95183,134662,plasma membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180615/Meas_01,P10,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Vesicle-associated membrane protein 5,VAMP5,1-116,O95183,134662,plasma membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180615/Meas_01,P11,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Vesicle-associated membrane protein 5,VAMP5,1-116,O95183,134662,plasma membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180615/Meas_01,P12,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Vesicle-associated membrane protein 5,VAMP5,1-116,O95183,134662,plasma membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180615/Meas_01,P13,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Vesicle-associated membrane protein 5,VAMP5,1-116,O95183,134662,plasma membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180615/Meas_01,P14,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Vesicle-associated membrane protein 5,VAMP5,1-116,O95183,134662,plasma membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180615/Meas_01,P15,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Vesicle-associated membrane protein 5,VAMP5,1-116,O95183,134662,plasma membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180615/Meas_01,P16,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Vesicle-associated membrane protein 5,VAMP5,1-116,O95183,134662,plasma membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180615/Meas_01,P17,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Vesicle-associated membrane protein 5,VAMP5,1-116,O95183,134662,plasma membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180615/Meas_01,P18,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Vesicle-associated membrane protein 5,VAMP5,1-116,O95183,134662,plasma membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180615/Meas_01,P19,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Vesicle-associated membrane protein 5,VAMP5,1-116,O95183,134662,plasma membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180615/Meas_01,P20,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Vesicle-associated membrane protein 5,VAMP5,1-116,O95183,134662,plasma membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180615/Meas_01,N1,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Golgi SNAP receptor complex member 2,Membrin,1-212,O14653,134865,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180615/Meas_01,N2,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Golgi SNAP receptor complex member 2,Membrin,1-212,O14653,134865,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180615/Meas_01,N3,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Golgi SNAP receptor complex member 2,Membrin,1-212,O14653,134865,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180615/Meas_01,N4,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Golgi SNAP receptor complex member 2,Membrin,1-212,O14653,134865,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180615/Meas_01,N5,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Golgi SNAP receptor complex member 2,Membrin,1-212,O14653,134865,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180615/Meas_01,N6,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Golgi SNAP receptor complex member 2,Membrin,1-212,O14653,134865,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180615/Meas_01,N7,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Golgi SNAP receptor complex member 2,Membrin,1-212,O14653,134865,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180615/Meas_01,N8,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Golgi SNAP receptor complex member 2,Membrin,1-212,O14653,134865,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180615/Meas_01,N9,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Golgi SNAP receptor complex member 2,Membrin,1-212,O14653,134865,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180615/Meas_01,N10,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Golgi SNAP receptor complex member 2,Membrin,1-212,O14653,134865,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180615/Meas_01,N11,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Golgi SNAP receptor complex member 2,Membrin,1-212,O14653,134865,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180615/Meas_01,N12,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Golgi SNAP receptor complex member 2,Membrin,1-212,O14653,134865,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180615/Meas_01,N13,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Golgi SNAP receptor complex member 2,Membrin,1-212,O14653,134865,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180615/Meas_01,N14,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Golgi SNAP receptor complex member 2,Membrin,1-212,O14653,134865,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180615/Meas_01,N15,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Golgi SNAP receptor complex member 2,Membrin,1-212,O14653,134865,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180615/Meas_01,N16,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Golgi SNAP receptor complex member 2,Membrin,1-212,O14653,134865,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180615/Meas_01,N17,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Golgi SNAP receptor complex member 2,Membrin,1-212,O14653,134865,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180615/Meas_01,N18,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Golgi SNAP receptor complex member 2,Membrin,1-212,O14653,134865,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180615/Meas_01,N19,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Golgi SNAP receptor complex member 2,Membrin,1-212,O14653,134865,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180615/Meas_01,N21,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Golgi SNAP receptor complex member 2,Membrin,1-212,O14653,134865,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180615/Meas_01,N22,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Golgi SNAP receptor complex member 2,Membrin,1-212,O14653,134865,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180615/Meas_01,N23,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Golgi SNAP receptor complex member 2,Membrin,1-212,O14653,134865,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180615/Meas_01,N24,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Golgi SNAP receptor complex member 2,Membrin,1-212,O14653,134865,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180621/Meas_01,E1,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 11B,Rab11,1-218,Q15907,134860,recycling endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180621/Meas_01,E2,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 11B,Rab11,1-218,Q15907,134860,recycling endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180621/Meas_01,E3,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 11B,Rab11,1-218,Q15907,134860,recycling endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180621/Meas_01,E4,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 11B,Rab11,1-218,Q15907,134860,recycling endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180621/Meas_01,E5,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 11B,Rab11,1-218,Q15907,134860,recycling endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180621/Meas_01,E6,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 11B,Rab11,1-218,Q15907,134860,recycling endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180621/Meas_01,E7,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 11B,Rab11,1-218,Q15907,134860,recycling endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180621/Meas_01,E8,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 11B,Rab11,1-218,Q15907,134860,recycling endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180621/Meas_01,E9,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 11B,Rab11,1-218,Q15907,134860,recycling endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180621/Meas_01,E10,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 11B,Rab11,1-218,Q15907,134860,recycling endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180621/Meas_01,E11,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 11B,Rab11,1-218,Q15907,134860,recycling endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180621/Meas_01,E12,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 11B,Rab11,1-218,Q15907,134860,recycling endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180621/Meas_01,E13,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 11B,Rab11,1-218,Q15907,134860,recycling endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180621/Meas_01,E14,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 11B,Rab11,1-218,Q15907,134860,recycling endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180621/Meas_01,E15,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 11B,Rab11,1-218,Q15907,134860,recycling endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180621/Meas_01,E16,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 11B,Rab11,1-218,Q15907,134860,recycling endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
